time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0012130737304688,3.0012130737304688,3.0012130737304688,3.0012130737304688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,64,256,0,True,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.199760437011719,11.199760437011719,11.199760437011719,11.199760437011719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,64,512,0,True,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.494102478027344,46.494102478027344,46.494102478027344,46.494102478027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,64,1024,0,True,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649261474609375,0.649261474609375,0.649261474609375,0.649261474609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,128,64,0,True,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8344879150390625,1.8344879150390625,1.8344879150390625,1.8344879150390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,128,128,0,True,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.900931358337402,5.900931358337402,5.900931358337402,5.900931358337402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,128,256,0,True,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.42574691772461,22.42574691772461,22.42574691772461,22.42574691772461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,128,512,0,True,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.18003749847412,92.18003749847412,92.18003749847412,92.18003749847412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,128,1024,0,True,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09853839874267578,0.09853839874267578,0.09853839874267578,0.09853839874267578,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,1,0,64,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09908676147460938,0.09908676147460938,0.09908676147460938,0.09908676147460938,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,1,0,128,False,AttentionBackend.PYTORCH_NATIVE
