time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.097,0.101,0.09919047619047622,0.1,0.0010962728031639378,0.10200000000000001,0.106,0.10445,0.105,0.001116915395184429,0.432,0.452,0.44215,0.444,0.005597097462078007,0.075,0.076,0.07544999999999999,0.075,0.0004974937185533104,0.342,0.356,0.34864999999999996,0.35000000000000003,0.004519679192155114,0.10200000000000001,0.106,0.10430000000000002,0.105,0.0013820274961085204,2.359,2.432,2.39725,2.403,0.019866743568083822,0.358,0.361,0.3594500000000001,0.36,0.0008645808232895299,1.133,1.196,1.1646500000000002,1.171,0.0192828291492716,0.084,0.08600000000000001,0.085,0.085,0.00044721359549995833,32,8,2048,8192,128256,True,4096,1
0.1,0.10200000000000001,0.10119047619047619,0.101,0.0005870870479018079,0.106,0.107,0.1066,0.107,0.0004898979485566361,0.45,0.455,0.45280000000000004,0.454,0.0018601075237738292,0.075,0.076,0.07575000000000001,0.076,0.0004330127018922197,0.355,0.36,0.35744999999999993,0.358,0.0016271140095272991,0.106,0.107,0.10654999999999999,0.107,0.0004974937185533104,2.428,2.484,2.44805,2.4459999999999997,0.013800271736455046,0.36,0.361,0.36064999999999997,0.361,0.00047696960070847325,1.187,1.206,1.19695,1.197,0.005852136362047609,0.084,0.085,0.08485000000000001,0.085,0.00035707142142714284,32,8,2048,8192,128256,True,4096,1
0.1,0.10200000000000001,0.1004761904761905,0.1,0.0005870870479018079,0.106,0.107,0.10620000000000003,0.106,0.00040000000000000034,0.449,0.454,0.45145,0.4515,0.0019098429254784295,0.075,0.076,0.07504999999999999,0.075,0.00021794494717703385,0.356,0.36,0.35729999999999995,0.357,0.0013076696830622032,0.10400000000000001,0.107,0.10529999999999999,0.105,0.0007810249675906626,2.424,2.456,2.4396,2.439,0.00823650411278959,0.357,0.359,0.3576999999999999,0.358,0.0005567764362830027,1.184,1.213,1.19925,1.1985000000000001,0.007428828979051813,0.083,0.085,0.08415,0.084,0.0005722761571129804,32,8,2048,8192,128256,True,4064,1
0.1,0.10300000000000001,0.1012857142857143,0.101,0.0006281383789653776,0.106,0.107,0.10619999999999999,0.106,0.00040000000000000034,0.456,0.463,0.45965000000000017,0.459,0.001930673457630784,0.074,0.075,0.07465,0.075,0.0004769696007084732,0.361,0.366,0.36335,0.363,0.0015580436450882897,0.105,0.107,0.10594999999999999,0.106,0.00038405728739343076,2.456,2.508,2.4765,2.475,0.012265806129235838,0.355,0.356,0.35574999999999996,0.356,0.0004330127018922196,1.24,1.363,1.27765,1.2675,0.029240853270723798,0.083,0.08700000000000001,0.085,0.085,0.0010488088481701524,32,8,2048,8192,128256,True,4032,1
0.097,0.1,0.09885714285714287,0.099,0.000888321814579888,0.10300000000000001,0.106,0.1042,0.10400000000000001,0.0009273618495495652,0.442,0.457,0.44989999999999997,0.4505,0.005127377497317712,0.073,0.074,0.07375000000000001,0.074,0.0004330127018922197,0.35000000000000003,0.361,0.35609999999999997,0.3565,0.003948417404479914,0.10300000000000001,0.106,0.10415,0.10400000000000001,0.0009630680142129057,2.3770000000000002,2.463,2.4226000000000005,2.425,0.025344427395386115,0.35100000000000003,0.353,0.35205000000000003,0.352,0.0005894913061275655,1.174,1.222,1.1946,1.193,0.013701824696003088,0.081,0.084,0.08265,0.083,0.0007262919523166982,32,8,2048,8192,128256,True,4000,1
0.096,0.099,0.0981904761904762,0.098,0.0007315376902732014,0.10200000000000001,0.10400000000000001,0.10350000000000001,0.10400000000000001,0.0006708203932499376,0.449,0.457,0.45439999999999997,0.456,0.0027640549922170526,0.07200000000000001,0.073,0.07275000000000001,0.073,0.00043301270189221366,0.269,0.274,0.27255,0.274,0.0019868316486305547,0.10200000000000001,0.10400000000000001,0.10350000000000001,0.10400000000000001,0.0006708203932499376,2.352,2.412,2.3843500000000004,2.3905000000000003,0.015850157727921862,0.34900000000000003,0.35000000000000003,0.34959999999999997,0.35000000000000003,0.000489897948556636,0.997,1.016,1.0097500000000001,1.0150000000000001,0.007133547504573072,0.08700000000000001,0.089,0.0878,0.088,0.000599999999999995,32,8,2048,8192,128256,True,3968,1
0.097,0.099,0.09804761904761905,0.098,0.00048562090605645613,0.10300000000000001,0.10400000000000001,0.10345000000000001,0.10300000000000001,0.0004974937185533104,0.456,0.458,0.4567000000000001,0.457,0.0005567764362830027,0.07200000000000001,0.07200000000000001,0.07200000000000002,0.07200000000000001,1.3877787807814457e-17,0.274,0.275,0.2741,0.274,0.00030000000000000024,0.10300000000000001,0.10400000000000001,0.10335000000000001,0.10300000000000001,0.0004769696007084732,2.38,2.4130000000000003,2.3923,2.392,0.0082164469206586,0.34700000000000003,0.34800000000000003,0.34715000000000007,0.34700000000000003,0.0003570714214271428,1.0150000000000001,1.0150000000000001,1.0150000000000001,1.0150000000000001,0.0,0.08600000000000001,0.088,0.08695,0.08700000000000001,0.0004974937185533076,32,8,2048,8192,128256,True,3936,1
0.095,0.098,0.09657142857142857,0.097,0.0007284313590846842,0.101,0.10300000000000001,0.1024,0.10300000000000001,0.0007348469228349539,0.444,0.456,0.45125000000000004,0.452,0.004205650960315185,0.07100000000000001,0.07200000000000001,0.07125000000000001,0.07100000000000001,0.00043301270189221973,0.266,0.274,0.2712,0.2715,0.002619160170741761,0.101,0.10300000000000001,0.1022,0.10200000000000001,0.0007483314773547889,2.14,2.197,2.1740000000000004,2.1775,0.021400934559032705,0.343,0.34500000000000003,0.3439,0.34400000000000003,0.0006244997998398403,0.987,1.0150000000000001,1.0028000000000001,1.0055,0.010703270528207777,0.08600000000000001,0.08700000000000001,0.08635000000000001,0.08600000000000001,0.0004769696007084732,32,8,2048,8192,128256,True,3904,1
0.095,0.097,0.09600000000000002,0.096,0.0006172133998483682,0.101,0.10200000000000001,0.1012,0.101,0.00040000000000000034,0.453,0.458,0.4546,0.454,0.0014628738838327808,0.07,0.07100000000000001,0.07095,0.07100000000000001,0.00021794494717703385,0.273,0.276,0.27365,0.273,0.0011079259903080177,0.101,0.10200000000000001,0.1012,0.101,0.00040000000000000034,2.1750000000000003,2.203,2.18585,2.183,0.007080077683189625,0.34,0.342,0.3410500000000001,0.341,0.00038405728739343076,1.008,1.0190000000000001,1.0106499999999998,1.0090000000000001,0.004198511641046175,0.084,0.08600000000000001,0.0848,0.085,0.0005099019513592789,32,8,2048,8192,128256,True,3872,1
0.093,0.096,0.09461904761904763,0.095,0.0009988655696858595,0.099,0.10200000000000001,0.1005,0.101,0.0009219544457292896,0.442,0.458,0.4510500000000001,0.453,0.005132981589680606,0.069,0.07,0.06904999999999999,0.069,0.00021794494717703388,0.265,0.274,0.27045,0.2715,0.003106042498099474,0.099,0.101,0.1002,0.1,0.0008124038404635967,2.045,2.111,2.08245,2.0915,0.02308782146500617,0.338,0.34,0.33885000000000004,0.339,0.0005722761571129803,0.979,1.0150000000000001,1.0008500000000002,1.0050000000000001,0.012523078694953617,0.084,0.08600000000000001,0.08445000000000001,0.084,0.0005894913061275802,32,8,2048,8192,128256,True,3840,1
0.092,0.095,0.09361904761904762,0.094,0.0009988655696858595,0.098,0.101,0.09995000000000001,0.1,0.0010712142642814288,0.444,0.459,0.4528500000000001,0.454,0.005150485414016823,0.068,0.069,0.06875,0.069,0.0004330127018922198,0.266,0.276,0.27225,0.2735,0.003418698582794339,0.097,0.101,0.09925000000000002,0.0995,0.0010428326807307114,2.053,2.119,2.0917000000000003,2.0975,0.022627637967759733,0.335,0.337,0.3361,0.336,0.0005385164807134509,0.982,1.018,1.00425,1.008,0.012684143644724337,0.083,0.085,0.08385,0.084,0.0007262919523166982,32,8,2048,8192,128256,True,3808,1
0.091,0.094,0.09233333333333332,0.093,0.0008908708063747488,0.096,0.099,0.098,0.0985,0.00122474487139159,0.438,0.453,0.44855,0.4515,0.005517925334761249,0.068,0.068,0.06800000000000002,0.068,1.3877787807814457e-17,0.263,0.272,0.26960000000000006,0.271,0.00312089730686545,0.096,0.099,0.09815,0.099,0.0011521718621802922,2.032,2.09,2.0739,2.0855,0.019889444436685482,0.332,0.334,0.33295,0.333,0.0005894913061275804,0.97,1.006,0.9957499999999999,1.0050000000000001,0.013812584841368419,0.082,0.084,0.08315,0.083,0.0004769696007084733,32,8,2048,8192,128256,True,3776,1
