time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.184,0.188,0.18523809523809526,0.185,0.001019092121858701,0.162,0.164,0.16314999999999996,0.163,0.0006538348415311016,3.233,3.3280000000000003,3.26815,3.265,0.02349526548051761,0.23,0.233,0.23089999999999997,0.231,0.0007681145747868615,1.071,1.103,1.08445,1.082,0.0080092134445275,0.162,0.165,0.16329999999999995,0.163,0.0007810249675906662,5.538,5.684,5.59275,5.5905000000000005,0.03892926277236702,0.46,0.461,0.46060000000000006,0.461,0.0004898979485566361,2.782,2.865,2.8117999999999994,2.809,0.02093227173528951,0.163,0.166,0.16375,0.164,0.0008291561975888506,32,32,4096,11008,32016,True,3808,1
0.181,0.186,0.18309523809523806,0.183,0.0010647942749999007,0.159,0.161,0.15960000000000002,0.1595,0.0006633249580710806,3.226,3.291,3.2463,3.2335000000000003,0.01985975830668641,0.227,0.231,0.22890000000000005,0.229,0.0010440306508910557,1.07,1.092,1.0777999999999999,1.076,0.007619711280619527,0.159,0.161,0.15995,0.16,0.0007399324293474377,5.492,5.633,5.5571,5.5565,0.04283911763797201,0.456,0.457,0.45644999999999997,0.456,0.0004974937185533104,2.903,2.964,2.9202500000000002,2.9074999999999998,0.018750666654815222,0.157,0.16,0.15839999999999999,0.158,0.0008000000000000007,32,32,4096,11008,32016,True,3776,1
0.181,0.185,0.18285714285714286,0.183,0.0010816968277714818,0.16,0.162,0.1608,0.161,0.000748331477354789,3.2600000000000002,3.322,3.2875,3.289,0.020872230355187222,0.225,0.228,0.22655000000000003,0.226,0.0009205976319760993,1.079,1.101,1.09065,1.0905,0.007643788327786168,0.16,0.162,0.16065000000000002,0.161,0.0006538348415311016,5.582,5.69,5.634900000000001,5.635,0.03859002461776876,0.453,0.454,0.45330000000000004,0.453,0.0004582575694955844,2.8850000000000002,2.956,2.9229000000000003,2.9205,0.021683864969142284,0.158,0.16,0.15885,0.159,0.0005722761571129803,32,32,4096,11008,32016,True,3744,1
0.178,0.182,0.18023809523809525,0.18,0.001150766283199484,0.157,0.159,0.15824999999999995,0.158,0.0006982120021884477,3.029,3.088,3.0627500000000003,3.06,0.02188578305658716,0.227,0.23,0.22825,0.228,0.0008874119674649433,1.061,1.081,1.07185,1.0705,0.008162566998193638,0.158,0.159,0.15859999999999996,0.159,0.000489897948556636,5.312,5.44,5.371250000000001,5.3705,0.0419760348294119,0.448,0.449,0.4486,0.449,0.0004898979485566361,2.836,2.918,2.8674,2.864,0.023879698490558925,0.158,0.161,0.15945,0.1595,0.0008645808232895299,32,32,4096,11008,32016,True,3712,1
0.178,0.182,0.18004761904761907,0.18,0.0010454523047666747,0.155,0.158,0.15665,0.157,0.0007921489758877437,3.051,3.144,3.09585,3.0845000000000002,0.02465618583641838,0.225,0.229,0.2266,0.227,0.0010198039027185578,1.087,1.119,1.1020999999999999,1.1025,0.008705745229444768,0.156,0.158,0.15689999999999998,0.157,0.0007000000000000006,5.338,5.513,5.434,5.4385,0.050896954722262105,0.444,0.447,0.44539999999999996,0.445,0.0006633249580710806,2.7560000000000002,2.836,2.79685,2.7969999999999997,0.020936272352068765,0.158,0.16,0.15829999999999997,0.158,0.0005567764362830027,32,32,4096,11008,32016,True,3680,1
0.176,0.18,0.1786190476190476,0.179,0.0007853534524986026,0.156,0.158,0.157,0.157,0.0006324555320336764,3.248,3.362,3.3088500000000005,3.3105,0.03007868846874814,0.221,0.224,0.22265000000000001,0.222,0.001107925990308018,1.08,1.103,1.09325,1.092,0.0061796035471541255,0.156,0.158,0.15725,0.157,0.0006224949798994371,5.876,6.069,5.9605500000000005,5.95,0.05920681970854369,0.44,0.442,0.44095000000000006,0.441,0.0005894913061275802,2.8080000000000003,2.864,2.83705,2.836,0.015879153000081546,0.153,0.155,0.15394999999999998,0.154,0.0005894913061275802,32,32,4096,11008,32016,True,3648,1
0.177,0.181,0.17866666666666664,0.179,0.0010837911120705765,0.155,0.157,0.15630000000000002,0.156,0.0005567764362830027,3.271,3.419,3.3251999999999997,3.319,0.034446480226577585,0.219,0.224,0.22095000000000004,0.221,0.0012031209415515973,1.079,1.101,1.0934499999999998,1.0945,0.006636829062135038,0.155,0.157,0.15635000000000004,0.156,0.0005722761571129803,5.867,6.0,5.9378,5.9375,0.033019085390119406,0.436,0.438,0.43685,0.437,0.00047696960070847325,2.8080000000000003,2.864,2.8432000000000004,2.835,0.015266302761310607,0.152,0.154,0.15245,0.152,0.0005894913061275802,32,32,4096,11008,32016,True,3616,1
0.17400000000000002,0.177,0.17600000000000002,0.176,0.0008164965809277171,0.152,0.155,0.1538,0.154,0.0008124038404635968,3.107,3.185,3.1482500000000004,3.149,0.018528019322097005,0.219,0.223,0.2209,0.221,0.0009433981132056611,1.078,1.101,1.0911000000000002,1.089,0.006624952830020746,0.152,0.155,0.15345,0.1535,0.0007399324293474377,5.654,5.829,5.74865,5.7435,0.05184040412651112,0.433,0.435,0.43345,0.433,0.0005894913061275802,2.806,2.863,2.8383000000000007,2.834,0.0182183972950422,0.15,0.152,0.1508,0.151,0.0006000000000000005,32,32,4096,11008,32016,True,3584,1
0.17400000000000002,0.178,0.17509523809523808,0.17500000000000002,0.0008676603408708778,0.153,0.154,0.15325,0.153,0.0004330127018922198,3.123,3.197,3.1474999999999995,3.1445,0.017608236708995036,0.218,0.221,0.21905000000000002,0.219,0.0009733961166965902,1.086,1.097,1.08985,1.0865,0.004952524608722285,0.153,0.154,0.15335000000000001,0.153,0.0004769696007084733,5.668,5.792,5.72605,5.724,0.034838879143853044,0.429,0.43,0.42935,0.429,0.0004769696007084733,2.832,2.86,2.83705,2.833,0.009651295249861455,0.148,0.151,0.14959999999999998,0.149,0.0008602325267042635,32,32,4096,11008,32016,True,3552,1
0.171,0.17400000000000002,0.1723809523809524,0.17200000000000001,0.0007853534524986026,0.15,0.151,0.15019999999999994,0.15,0.0004000000000000004,3.108,3.196,3.13685,3.132,0.024073377411572307,0.215,0.219,0.21680000000000002,0.217,0.0009273618495495711,1.086,1.097,1.0888999999999998,1.087,0.00391024295920341,0.15,0.151,0.15039999999999998,0.15,0.000489897948556636,5.626,5.793,5.7098,5.708,0.03790329800954005,0.425,0.427,0.4255999999999999,0.4255,0.0006633249580710806,2.83,2.859,2.836,2.831,0.01113552872566006,0.147,0.149,0.14800000000000002,0.148,0.0005477225575051667,32,32,4096,11008,32016,True,3520,1
0.17,0.17500000000000002,0.17214285714285718,0.17200000000000001,0.0010816968277714816,0.15,0.151,0.15029999999999996,0.15,0.0004582575694955845,3.095,3.182,3.12835,3.1275000000000004,0.02337364969361863,0.213,0.216,0.21420000000000003,0.214,0.0009273618495495712,1.085,1.105,1.0903500000000002,1.0855000000000001,0.006223142293086362,0.149,0.152,0.15039999999999998,0.15,0.0006633249580710806,5.6080000000000005,5.7780000000000005,5.6861,5.675,0.04559923244968056,0.421,0.423,0.42190000000000005,0.422,0.0004358898943540677,2.83,2.886,2.843,2.83,0.016598192672697843,0.145,0.148,0.14664999999999995,0.147,0.0007921489758877438,32,32,4096,11008,32016,True,3488,1
0.169,0.17200000000000001,0.17076190476190475,0.171,0.0008676603408708864,0.149,0.151,0.15009999999999996,0.15,0.0005385164807134509,3.048,3.154,3.0823500000000004,3.077,0.02518585912769302,0.211,0.215,0.21265,0.213,0.0011521718621802922,0.9540000000000001,0.971,0.96225,0.963,0.0035899164335677497,0.149,0.151,0.15014999999999995,0.15,0.0004769696007084732,5.574,5.694,5.630700000000001,5.628500000000001,0.03977323220458711,0.418,0.419,0.41825,0.418,0.0004330127018922197,2.479,2.529,2.49955,2.504,0.014291518463760242,0.149,0.151,0.14994999999999997,0.15,0.0006689544080129832,32,32,4096,11008,32016,True,3456,1
0.168,0.17200000000000001,0.16938095238095238,0.169,0.0009988655696858595,0.146,0.148,0.14689999999999995,0.147,0.0004358898943540677,3.041,3.124,3.0841000000000003,3.0860000000000003,0.019654261624390792,0.209,0.214,0.2109,0.211,0.0010908712114635723,0.9520000000000001,0.964,0.9612000000000002,0.963,0.0035156791662493553,0.146,0.148,0.14744999999999997,0.1475,0.0005894913061275804,5.4830000000000005,5.698,5.602500000000001,5.599,0.04870061601253107,0.41400000000000003,0.41500000000000004,0.4145,0.41450000000000004,0.0005000000000000004,2.479,2.505,2.4976499999999997,2.504,0.010711092381265283,0.147,0.149,0.14809999999999995,0.148,0.0007681145747868615,32,32,4096,11008,32016,True,3424,1
0.166,0.168,0.16714285714285715,0.167,0.0006388765649999405,0.146,0.147,0.14639999999999995,0.146,0.0004898979485566361,3.024,3.138,3.07575,3.0795,0.028804296554507215,0.20700000000000002,0.212,0.2088,0.209,0.001029563014098691,0.9520000000000001,0.964,0.9571499999999998,0.9550000000000001,0.004174625731727288,0.146,0.147,0.14664999999999997,0.147,0.0004769696007084733,5.53,5.667,5.59085,5.587,0.0299320480421905,0.41000000000000003,0.41100000000000003,0.4103,0.41000000000000003,0.0004582575694955844,2.478,2.503,2.4871,2.479,0.011366177897604824,0.146,0.147,0.14669999999999997,0.147,0.0004582575694955844,32,32,4096,11008,32016,True,3392,1
